OBJECTID_12,OBJECTID_1,COMID,GRID_CODE,AREASQKM,HUC8,InPoly_FID,SmoPgnFlag,OBJECTID,FID_basins,HydroID,FEATUREID,Shape_Leng,Area,Shape_le_1,FID_basi_1,Id,gridcode,FID_basi_2,Id_1,gridcode_1,Shape_Le_2,Area_1,ORIG_FID,POINT_X,POINT_Y
11,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629246.887099999934435,2357163.060000000521541
12,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629256.666799999773502,2357173.055099999532104
13,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629283.326500000432134,2357206.452999999746680
14,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629302.490000000223517,2357227.388100000098348
15,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629332.081000000238419,2357257.876599999144673
16,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629372.099399999715388,2357297.891499999910593
17,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629382.659900000318885,2357307.334000000730157
18,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629393.984899999573827,2357316.010999999940395
19,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629406.755099999718368,2357323.242100000381470
20,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629414.058400000445545,2357325.939300000667572
21,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629430.325600000098348,2357329.672900000587106
22,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629464.198099999688566,2357335.801200000569224
23,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629488.445600000210106,2357342.567600000649691
24,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629516.732599999755621,2357352.874900000169873
25,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629560.000000000000000,2357370.000000000000000
26,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629560.052400000393391,2357363.400100000202656
27,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629558.618400000035763,2357347.779400000348687
28,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629554.823900000192225,2357327.894500000402331
29,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629546.906600000336766,2357296.363299999386072
30,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629538.388299999758601,2357271.611700000241399
31,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629529.084400000050664,2357250.915599999949336
32,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629514.939799999818206,2357225.060200000181794
33,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629492.070899999700487,2357177.929099999368191
34,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629475.127999999560416,2357134.871999999508262
35,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629465.743900000117719,2357104.255999999120831
36,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629457.270399999804795,2357082.729399999603629
37,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629450.157899999991059,2357069.841800000518560
38,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629441.597500000149012,2357058.402000000700355
39,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629427.410799999721348,2357042.588199999183416
40,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629397.861499999649823,2357012.134800000116229
41,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629384.102400000207126,2356995.890599999576807
42,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629364.526100000366569,2356965.453999999910593
43,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629355.613199999555945,2356944.350800000131130
44,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629351.703700000420213,2356928.243699999526143
45,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629344.757500000298023,2356885.117000000551343
46,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629332.048899999819696,2356827.675200000405312
47,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629323.261400000192225,2356776.989099999889731
48,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629321.497600000351667,2356750.324999999254942
49,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629322.259399999864399,2356701.692399999126792
50,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629318.065499999560416,2356670.830399999395013
51,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629313.265999999828637,2356646.714999999850988
52,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629306.475899999961257,2356603.800000000745058
53,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629297.265700000338256,2356562.903599999845028
54,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629291.844700000248849,2356548.280899999663234
55,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629285.162999999709427,2356534.927300000563264
56,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629281.162299999967217,2356528.913499999791384
57,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629272.368400000035763,2356517.684299999848008
58,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629258.018299999646842,2356502.011399999260902
59,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629177.225200000219047,2356422.775800000876188
60,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629140.122899999842048,2356389.877299999818206
61,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629112.803500000387430,2356357.196499999612570
62,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629085.495000000111759,2356334.505000000819564
63,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629080.488499999977648,2356329.498800000175834
64,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629075.588700000196695,2356323.397700000554323
65,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629071.013700000010431,2356315.716399999335408
66,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629062.746600000187755,2356297.645899999886751
67,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629056.692900000140071,2356278.163399999961257
68,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629050.305200000293553,2356251.284299999475479
69,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629050.000000000000000,2356250.000000000000000
70,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629048.132199999876320,2356249.849899999797344
71,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629044.603900000452995,2356251.151499999687076
72,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629039.925999999977648,2356253.930099999532104
73,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629028.166299999691546,2356263.022600000724196
74,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,629015.004200000315905,2356275.396600000560284
75,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628986.446899999864399,2356306.446900000795722
76,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628975.446899999864399,2356315.446900000795722
77,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628962.908200000412762,2356322.908199999481440
78,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628955.814100000075996,2356325.814099999144673
79,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628932.833300000056624,2356332.833300000056624
80,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628918.598299999721348,2356338.598300000652671
81,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628905.387299999594688,2356345.387299999594688
82,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628893.637699999846518,2356353.637700000777841
83,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628872.431099999696016,2356372.431099999696016
84,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628860.978400000371039,2356383.628200000151992
85,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628837.036199999973178,2356407.036199999973178
86,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628821.191599999554455,2356421.191600000485778
87,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628798.674399999901652,2356438.674399999901652
88,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628776.854399999603629,2356456.777400000020862
89,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628765.881299999542534,2356465.881300000473857
90,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628748.744500000029802,2356478.744500000029802
91,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628721.563799999654293,2356501.563799999654293
92,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628704.504300000146031,2356514.504300000146031
93,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628666.116200000047684,2356546.116200000047684
94,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628653.969499999657273,2356553.969499999657273
95,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628647.263199999928474,2356557.263199999928474
96,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628626.016300000250340,2356566.016300000250340
97,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628603.908900000154972,2356573.908900000154972
98,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628575.656600000336766,2356585.656600000336766
99,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628563.206199999898672,2356593.206199999898672
100,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628551.566499999724329,2356601.566500000655651
101,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628546.041299999691546,2356606.041300000622869
102,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628541.190799999982119,2356611.060499999672174
103,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628521.468600000254810,2356631.468599999323487
104,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628505.923999999649823,2356645.924000000581145
105,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628494.000099999830127,2356655.013699999079108
106,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628470.614299999549985,2356670.221899999305606
107,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628463.238900000229478,2356675.957399999722838
108,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628445.862200000323355,2356691.858100000768900
109,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628440.328099999576807,2356698.610400000587106
110,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628440.000000000000000,2356700.000000000000000
111,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628440.174100000411272,2356723.637900000438094
112,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628442.488699999637902,2356758.577600000426173
113,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628446.018699999898672,2356781.593900000676513
114,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628454.755099999718368,2356815.627599999308586
115,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628456.165500000119209,2356823.749199999496341
116,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628457.300099999643862,2356840.898499999195337
117,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628456.592000000178814,2356858.212799999862909
118,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628455.568300000391901,2356866.567199999466538
119,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628446.934200000017881,2356904.138000000268221
120,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628446.053000000305474,2356911.573699999600649
121,1,800007925,2963603,0.765900000000000,20060000,685,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,3936.753171450000082,8242850.540670000016689,1,628446.651700000278652,2356926.626000000163913
