OBJECTID,OBJECTID_1,Area_acres,curve_numbers_csv_CN,AREA,PERCENTAGE
356,69,3.929678447690000,73,0.037436465292276,0.822768692793732
357,69,3.929678447690000,74,0.219058920670642,4.814418786545502
358,69,3.929678447690000,79,0.463816801013869,10.193642484315744
359,69,3.929678447690000,80,0.027428697342855,0.602820626403328
360,70,5.411309470250000,55,2.950438254717954,47.088958474938593
361,70,5.411309470250000,62,2.997017619124514,47.832364561414792
362,70,5.411309470250000,73,0.015567639032431,0.248459328636611
363,70,5.411309470250000,74,0.274410526119287,4.379588642078668
364,71,3.701832368170000,55,3.579939214005558,83.521112025472092
365,71,3.701832368170000,73,0.128371245672192,2.994941687470768
366,71,3.701832368170000,74,0.611585819131234,14.268490233859771
367,72,7.510010621040000,0,0.013343690599227,0.153455493582379
368,72,7.510010621040000,36,0.012108163691891,0.139246651584011
369,72,7.510010621040000,39,0.539060389670621,6.199317763888161
370,72,7.510010621040000,42,0.796173539087207,9.156177783748639
371,72,7.510010621040000,55,1.241086778418838,14.272781787361124
372,72,7.510010621040000,60,0.426750993793795,4.907734026236469
373,72,7.510010621040000,61,0.838675664699559,9.644961948492515
374,72,7.510010621040000,62,3.847430789443764,44.246333982919403
375,72,7.510010621040000,73,0.014702770197296,0.169085219780585
376,72,7.510010621040000,79,0.704003231799954,8.096198170670352
377,72,7.510010621040000,80,0.264279205479133,3.039271303451015
378,73,12.175644608400001,0,0.180757586543231,1.282178081346757
379,73,12.175644608400001,36,2.207392372646188,15.657822010486100
380,73,12.175644608400001,39,0.957533353185266,6.792125858125337
381,73,12.175644608400001,42,1.405658962475970,9.970840759727995
382,73,12.175644608400001,55,3.023210789560034,21.444713241608888
383,73,12.175644608400001,60,0.297885537358668,2.113008444379379
384,73,12.175644608400001,61,0.161359814098059,1.144582757511186
385,73,12.175644608400001,62,2.297338731500236,16.295843639481614
386,73,12.175644608400001,73,1.693289626503750,12.011107727175192
387,73,12.175644608400001,74,0.072648982151347,0.515325161880993
388,73,12.175644608400001,77,0.022363037022778,0.158629003912347
389,73,12.175644608400001,79,0.354596222405382,2.515277575847705
390,73,12.175644608400001,NA,0.388449659666384,2.755412090057556
391,74,34.073976365000000,0,0.309746595669092,0.785145385396646
392,74,34.073976365000000,42,20.613530921990929,52.251159194087094
393,74,34.073976365000000,60,3.792696947448787,9.613724728967226
394,74,34.073976365000000,61,2.247299891753134,5.696453695644030
395,74,34.073976365000000,NA,12.445833195665983,31.547686520606426
396,75,14.825312315700000,36,0.890444242116930,5.187312585442077
397,75,14.825312315700000,39,0.511384586946299,2.979087941049640
398,75,14.825312315700000,55,9.081864085062726,52.906701665811752
399,75,14.825312315700000,62,0.656682551248992,3.825526070712452
400,75,14.825312315700000,73,0.608620554553628,3.545539308434532
401,75,14.825312315700000,74,2.067407174045039,12.043749339836586
402,75,14.825312315700000,NA,3.337652387477002,19.443605131557135
403,76,32.260963583500001,0,0.090934780379917,0.243439150998795
404,76,32.260963583500001,36,0.978043099847040,2.618293912101167
405,76,32.260963583500001,39,0.317653967876041,0.850383229915627
406,76,32.260963583500001,42,1.702061867545835,4.556545848042657
407,76,32.260963583500001,55,7.494088456445455,20.062230575858546
408,76,32.260963583500001,60,2.241245809907189,5.999981248801816
409,76,32.260963583500001,61,0.752188781186051,2.013665151196552
410,76,32.260963583500001,62,14.695604141233789,39.341222144155765
411,76,32.260963583500001,73,3.041743693170071,8.142973448966478
412,76,32.260963583500001,74,1.567142329264762,4.195356238136837
413,76,32.260963583500001,77,0.014208559434362,0.038037367343562
414,76,32.260963583500001,79,2.744105261192871,7.346173293047868
415,76,32.260963583500001,80,1.513644014177121,4.052137281095427
416,76,32.260963583500001,94,0.111320974350958,0.298014504143905
417,76,32.260963583500001,NA,0.101560311783005,0.271884486577458
418,77,9.579354183570000,0,0.007783819516216,0.070179584534783
419,77,9.579354183570000,36,1.352407752769796,12.193424322503642
420,77,9.579354183570000,39,0.455168112662519,4.103834752795854
421,77,9.579354183570000,42,5.315730966121660,47.927086428960045
422,77,9.579354183570000,55,0.921579520181793,8.309040016586394
423,77,9.579354183570000,60,1.872317475376712,16.880974984763402
424,77,9.579354183570000,61,0.589716992871390,5.316938999754237
425,77,9.579354183570000,73,0.212881286133963,1.919355938943337
426,77,9.579354183570000,74,0.223012606774117,2.010700795004484
427,77,9.579354183570000,NA,0.158394549520453,1.428098847199860
428,78,25.801981441900001,0,0.392650451151326,1.314331388975995
429,78,25.801981441900001,36,10.137498274690456,33.933571575041036
