"link","shape","geom1","geom2","geom3","geom4","barrels","culvert"
830,"RECT_OPEN","5",5,0,0,0,0
833,"RECT_OPEN","5",5,0,0,0,0
834,"RECT_OPEN","5",5,0,0,0,0
861,"RECT_OPEN","5",5,0,0,0,0
862,"RECT_OPEN","5",5,0,0,0,0
863,"RECT_OPEN","5",5,0,0,0,0
864,"RECT_OPEN","5",5,0,0,0,0
865,"RECT_OPEN","5",5,0,0,0,0
866,"RECT_OPEN","5",5,0,0,0,0
869,"RECT_OPEN","5",5,0,0,0,0
870,"RECT_OPEN","5",5,0,0,0,0
917,"RECT_OPEN","84",48,0,0,0,0
918,"RECT_OPEN","84",48,0,0,0,0
947,"RECT_OPEN","5",5,0,0,0,0
948,"RECT_OPEN","5",5,0,0,0,0
1031,"RECT_OPEN","5",5,0,0,0,0
1032,"RECT_OPEN","5",5,0,0,0,0
1035,"RECT_OPEN","5",5,0,0,0,0
1036,"RECT_OPEN","5",5,0,0,0,0
1059,"RECT_OPEN","5",5,0,0,0,0
1060,"RECT_OPEN","5",5,0,0,0,0
1075,"RECT_CLOSED","60",36,0,0,0,0
1076,"RECT_CLOSED","60",36,0,0,0,0
1097,"RECT_OPEN","5",5,0,0,0,0
1098,"RECT_OPEN","5",5,0,0,0,0
1099,"RECT_OPEN","5",5,0,0,0,0
1100,"RECT_OPEN","5",5,0,0,0,0
1103,"RECT_OPEN","5",5,0,0,0,0
1104,"RECT_OPEN","5",5,0,0,0,0
1153,"RECT_OPEN","5",5,0,0,0,0
1154,"RECT_OPEN","5",5,0,0,0,0
1155,"RECT_OPEN","5",5,0,0,0,0
1156,"RECT_OPEN","5",5,0,0,0,0
1191,"RECT_OPEN","5",5,0,0,0,0
1192,"RECT_OPEN","5",5,0,0,0,0
1,"TRAPEZOIDAL","30",10,1,1,0,0
2,"TRAPEZOIDAL","30",10,1,1,0,0
3,"TRAPEZOIDAL","30",10,1,1,0,0
4,"TRAPEZOIDAL","30",10,1,1,0,0
5,"TRAPEZOIDAL","30",10,1,1,0,0
6,"TRAPEZOIDAL","30",10,1,1,0,0
7,"TRAPEZOIDAL","30",10,1,1,0,0
8,"TRAPEZOIDAL","30",10,1,1,0,0
9,"TRAPEZOIDAL","30",10,1,1,0,0
10,"TRAPEZOIDAL","30",10,1,1,0,0
11,"TRAPEZOIDAL","30",10,1,1,0,0
12,"TRAPEZOIDAL","30",10,1,1,0,0
13,"TRAPEZOIDAL","30",10,1,1,0,0
14,"TRAPEZOIDAL","30",10,1,1,0,0
15,"TRAPEZOIDAL","30",10,1,1,0,0
16,"TRAPEZOIDAL","30",10,1,1,0,0
