"Name","Type","Geom1","Geom2","Geom3","Geom4","Barrels","Culvert"
"422_50","Trapezoidal",1,1,0,0,1,0
"422_51","Trapezoidal",1,1,0,0,1,0
"422_52","Trapezoidal",1,1,0,0,1,0
"422_53","Trapezoidal",1,1,0,0,1,0
"422_54","Trapezoidal",1,1,0,0,1,0
"422_55","Trapezoidal",1,1,0,0,1,0
"422_56","Trapezoidal",1,1,0,0,1,0
"422_57","Trapezoidal",1,1,0,0,1,0
"422_58","Trapezoidal",1,1,0,0,1,0
"422_59","Trapezoidal",1,1,0,0,1,0
"422_6","Trapezoidal",1,1,0,0,1,0
"422_60","Trapezoidal",1,1,0,0,1,0
"422_61","Trapezoidal",1,1,0,0,1,0
"422_62","Trapezoidal",1,1,0,0,1,0
"422_63","Trapezoidal",1,1,0,0,1,0
"422_64","Trapezoidal",1,1,0,0,1,0
"422_65","Trapezoidal",1,1,0,0,1,0
"422_66","Trapezoidal",1,1,0,0,1,0
"422_67","Trapezoidal",1,1,0,0,1,0
"422_68","Trapezoidal",1,1,0,0,1,0
"422_69","Trapezoidal",1,1,0,0,1,0
"422_7","Trapezoidal",1,1,0,0,1,0
"422_70","Trapezoidal",1,1,0,0,1,0
"422_71","Trapezoidal",1,1,0,0,1,0
"422_72","Trapezoidal",1,1,0,0,1,0
"422_73","Trapezoidal",1,1,0,0,1,0
"422_74","Trapezoidal",1,1,0,0,1,0
"422_75","Trapezoidal",1,1,0,0,1,0
"422_76","Trapezoidal",1,1,0,0,1,0
"422_77","Trapezoidal",1,1,0,0,1,0
"422_78","Trapezoidal",1,1,0,0,1,0
"422_79","Trapezoidal",1,1,0,0,1,0
"422_8","Trapezoidal",1,1,0,0,1,0
"422_80","Trapezoidal",1,1,0,0,1,0
"422_81","Trapezoidal",1,1,0,0,1,0
"422_82","Trapezoidal",1,1,0,0,1,0
"422_83","Trapezoidal",1,1,0,0,1,0
"422_84","Trapezoidal",1,1,0,0,1,0
"422_85","Trapezoidal",1,1,0,0,1,0
"422_86","Trapezoidal",1,1,0,0,1,0
"422_87","Trapezoidal",1,1,0,0,1,0
"422_88","Trapezoidal",1,1,0,0,1,0
"422_89","Trapezoidal",1,1,0,0,1,0
"422_9","Trapezoidal",1,1,0,0,1,0
"422_90","Trapezoidal",1,1,0,0,1,0
"422_91","Trapezoidal",1,1,0,0,1,0
"422_92","Trapezoidal",1,1,0,0,1,0
"422_93","Trapezoidal",1,1,0,0,1,0
"422_94","Trapezoidal",1,1,0,0,1,0
"422_95","Trapezoidal",1,1,0,0,1,0
"422_96","Trapezoidal",1,1,0,0,1,0
"422_97","Trapezoidal",1,1,0,0,1,0
"422_98","Trapezoidal",1,1,0,0,1,0
"422_99","Trapezoidal",1,1,0,0,1,0
"463_1","Trapezoidal",1,1,0,0,1,0
"463_10","Trapezoidal",1,1,0,0,1,0
"463_100","Trapezoidal",1,1,0,0,1,0
"463_101","Trapezoidal",1,1,0,0,1,0
"463_102","Trapezoidal",1,1,0,0,1,0
"463_103","Trapezoidal",1,1,0,0,1,0
"463_104","Trapezoidal",1,1,0,0,1,0
"463_105","Trapezoidal",1,1,0,0,1,0
"463_106","Trapezoidal",1,1,0,0,1,0
"463_107","Trapezoidal",1,1,0,0,1,0
"463_108","Trapezoidal",1,1,0,0,1,0
"463_109","Trapezoidal",1,1,0,0,1,0
"463_11","Trapezoidal",1,1,0,0,1,0
"463_110","Trapezoidal",1,1,0,0,1,0
"463_111","Trapezoidal",1,1,0,0,1,0
"463_112","Trapezoidal",1,1,0,0,1,0
"463_113","Trapezoidal",1,1,0,0,1,0
"463_114","Trapezoidal",1,1,0,0,1,0
"463_115","Trapezoidal",1,1,0,0,1,0
"463_12","Trapezoidal",1,1,0,0,1,0
"463_13","Trapezoidal",1,1,0,0,1,0
"463_14","Trapezoidal",1,1,0,0,1,0
"463_15","Trapezoidal",1,1,0,0,1,0
"463_16","Trapezoidal",1,1,0,0,1,0
"463_17","Trapezoidal",1,1,0,0,1,0
"463_18","Trapezoidal",1,1,0,0,1,0
"463_19","Trapezoidal",1,1,0,0,1,0
"463_2","Trapezoidal",1,1,0,0,1,0
"463_20","Trapezoidal",1,1,0,0,1,0
"463_21","Trapezoidal",1,1,0,0,1,0
"463_22","Trapezoidal",1,1,0,0,1,0
"463_23","Trapezoidal",1,1,0,0,1,0
"463_24","Trapezoidal",1,1,0,0,1,0
"463_25","Trapezoidal",1,1,0,0,1,0
"463_26","Trapezoidal",1,1,0,0,1,0
"463_27","Trapezoidal",1,1,0,0,1,0
"463_28","Trapezoidal",1,1,0,0,1,0
"463_29","Trapezoidal",1,1,0,0,1,0
"463_3","Trapezoidal",1,1,0,0,1,0
"463_30","Trapezoidal",1,1,0,0,1,0
"463_31","Trapezoidal",1,1,0,0,1,0
"463_32","Trapezoidal",1,1,0,0,1,0
"463_33","Trapezoidal",1,1,0,0,1,0
"463_34","Trapezoidal",1,1,0,0,1,0
"463_35","Trapezoidal",1,1,0,0,1,0
"463_36","Trapezoidal",1,1,0,0,1,0
"463_37","Trapezoidal",1,1,0,0,1,0
"463_38","Trapezoidal",1,1,0,0,1,0
"463_39","Trapezoidal",1,1,0,0,1,0
"463_4","Trapezoidal",1,1,0,0,1,0
"463_40","Trapezoidal",1,1,0,0,1,0
"463_41","Trapezoidal",1,1,0,0,1,0
"463_42","Trapezoidal",1,1,0,0,1,0
"463_43","Trapezoidal",1,1,0,0,1,0
"463_44","Trapezoidal",1,1,0,0,1,0
"463_45","Trapezoidal",1,1,0,0,1,0
"463_46","Trapezoidal",1,1,0,0,1,0
"463_47","Trapezoidal",1,1,0,0,1,0
"463_48","Trapezoidal",1,1,0,0,1,0
"463_49","Trapezoidal",1,1,0,0,1,0
"463_5","Trapezoidal",1,1,0,0,1,0
"463_50","Trapezoidal",1,1,0,0,1,0
"463_51","Trapezoidal",1,1,0,0,1,0
"463_52","Trapezoidal",1,1,0,0,1,0
"463_53","Trapezoidal",1,1,0,0,1,0
"463_54","Trapezoidal",1,1,0,0,1,0
"463_55","Trapezoidal",1,1,0,0,1,0
"463_56","Trapezoidal",1,1,0,0,1,0
"463_57","Trapezoidal",1,1,0,0,1,0
"463_58","Trapezoidal",1,1,0,0,1,0
"463_59","Trapezoidal",1,1,0,0,1,0
"463_6","Trapezoidal",1,1,0,0,1,0
"463_60","Trapezoidal",1,1,0,0,1,0
"463_61","Trapezoidal",1,1,0,0,1,0
"463_62","Trapezoidal",1,1,0,0,1,0
"463_63","Trapezoidal",1,1,0,0,1,0
"463_64","Trapezoidal",1,1,0,0,1,0
"463_65","Trapezoidal",1,1,0,0,1,0
"463_66","Trapezoidal",1,1,0,0,1,0
"463_67","Trapezoidal",1,1,0,0,1,0
"463_68","Trapezoidal",1,1,0,0,1,0
"463_69","Trapezoidal",1,1,0,0,1,0
"463_7","Trapezoidal",1,1,0,0,1,0
"463_70","Trapezoidal",1,1,0,0,1,0
"463_71","Trapezoidal",1,1,0,0,1,0
"463_72","Trapezoidal",1,1,0,0,1,0
"463_73","Trapezoidal",1,1,0,0,1,0
"463_74","Trapezoidal",1,1,0,0,1,0
"463_75","Trapezoidal",1,1,0,0,1,0
"463_76","Trapezoidal",1,1,0,0,1,0
"463_77","Trapezoidal",1,1,0,0,1,0
"463_78","Trapezoidal",1,1,0,0,1,0
"463_79","Trapezoidal",1,1,0,0,1,0
"463_8","Trapezoidal",1,1,0,0,1,0
"463_80","Trapezoidal",1,1,0,0,1,0
"463_81","Trapezoidal",1,1,0,0,1,0
"463_82","Trapezoidal",1,1,0,0,1,0
"463_83","Trapezoidal",1,1,0,0,1,0
"463_84","Trapezoidal",1,1,0,0,1,0
"463_85","Trapezoidal",1,1,0,0,1,0
"463_86","Trapezoidal",1,1,0,0,1,0
"463_87","Trapezoidal",1,1,0,0,1,0
"463_88","Trapezoidal",1,1,0,0,1,0
"463_89","Trapezoidal",1,1,0,0,1,0
"463_9","Trapezoidal",1,1,0,0,1,0
"463_90","Trapezoidal",1,1,0,0,1,0
"463_91","Trapezoidal",1,1,0,0,1,0
"463_92","Trapezoidal",1,1,0,0,1,0
"463_93","Trapezoidal",1,1,0,0,1,0
"463_94","Trapezoidal",1,1,0,0,1,0
"463_95","Trapezoidal",1,1,0,0,1,0
"463_96","Trapezoidal",1,1,0,0,1,0
"463_97","Trapezoidal",1,1,0,0,1,0
"463_98","Trapezoidal",1,1,0,0,1,0
"463_99","Trapezoidal",1,1,0,0,1,0
"675_1","Trapezoidal",1,1,0,0,1,0
"675_10","Trapezoidal",1,1,0,0,1,0
"675_11","Trapezoidal",1,1,0,0,1,0
"675_12","Trapezoidal",1,1,0,0,1,0
"675_13","Trapezoidal",1,1,0,0,1,0
"675_14","Trapezoidal",1,1,0,0,1,0
"675_15","Trapezoidal",1,1,0,0,1,0
"675_16","Trapezoidal",1,1,0,0,1,0
"675_17","Trapezoidal",1,1,0,0,1,0
"675_2","Trapezoidal",1,1,0,0,1,0
"675_3","Trapezoidal",1,1,0,0,1,0
"675_4","Trapezoidal",1,1,0,0,1,0
"675_5","Trapezoidal",1,1,0,0,1,0
"675_6","Trapezoidal",1,1,0,0,1,0
"675_7","Trapezoidal",1,1,0,0,1,0
"675_8","Trapezoidal",1,1,0,0,1,0
"675_9","Trapezoidal",1,1,0,0,1,0
"678_1","Trapezoidal",1,1,0,0,1,0
"678_10","Trapezoidal",1,1,0,0,1,0
"678_11","Trapezoidal",1,1,0,0,1,0
"678_12","Trapezoidal",1,1,0,0,1,0
"678_13","Trapezoidal",1,1,0,0,1,0
"678_14","Trapezoidal",1,1,0,0,1,0
"678_15","Trapezoidal",1,1,0,0,1,0
"678_16","Trapezoidal",1,1,0,0,1,0
"678_17","Trapezoidal",1,1,0,0,1,0
"678_18","Trapezoidal",1,1,0,0,1,0
"678_19","Trapezoidal",1,1,0,0,1,0
"678_2","Trapezoidal",1,1,0,0,1,0
"678_20","Trapezoidal",1,1,0,0,1,0
"678_21","Trapezoidal",1,1,0,0,1,0
"678_22","Trapezoidal",1,1,0,0,1,0
"678_23","Trapezoidal",1,1,0,0,1,0
"678_24","Trapezoidal",1,1,0,0,1,0
"678_25","Trapezoidal",1,1,0,0,1,0
"678_26","Trapezoidal",1,1,0,0,1,0
"678_27","Trapezoidal",1,1,0,0,1,0
"678_3","Trapezoidal",1,1,0,0,1,0
"678_4","Trapezoidal",1,1,0,0,1,0
"678_5","Trapezoidal",1,1,0,0,1,0
"678_6","Trapezoidal",1,1,0,0,1,0
"678_7","Trapezoidal",1,1,0,0,1,0
"678_8","Trapezoidal",1,1,0,0,1,0
"678_9","Trapezoidal",1,1,0,0,1,0
