"Nodes","new_elev"
15181,185.0837097
15182,109.0429459
15190,784.7086182
15191,695.374616900006
15269,868.673584
15276,812.4171143
15452,813.7745972
15487,905.0354614
15494,903.8479004
15752,143.6044769
16063,14.4150260000064
16064,12.7523317
16081,2.6440954
16082,0.0096536
16083,143.985212600006
16090,215.6772461
16091,81.0626755
16092,16.5397778
16125,60.5270560000064
16128,23.3151248000064
16129,468.4001465
16177,295.0262756
16194,254.426178
16195,968.975647
16198,685.2035522
16205,769.1530762
16210,264.2226868
16236,278.4798889
16237,264.8981018
17004,14.0991917
17007,17.3976631
17008,1.3438444
17009,1.4203856
17022,104.2105865
17062,43.1550713
17119,520.5958862
17133,179.9993591
17145,836.2139893
17146,764.4620361
17669,222.2819824
17671,18.4542446
18006,18.5470276
18007,1.3653494
18047,135.7492218
18052,429.1638184
18088,554.1337891
18089,99.1749878
18099,261.480072
18100,705.5656128
18107,788.2008667
18108,849.635376
18109,800.6612549
18110,713.0823364
18111,676.6349487
18142,34.2846069
18889,71.0958786
18890,25.8631153
18901,4.460505
18902,4.1e-06
18947,71.3564971000064
18948,62.0136681
18959,698.4336548
19012,360.6790161
19013,553.329878100006
19014,46.1262131
19033,762.405378600006
19819,22.8859844
19820,15.2583523
19825,11.3517017
19826,1.2479469000064
19867,92.9785919
19880,44.5444107
19881,35.4588852
19954,461.4702759
19965,860.7022705
19981,226.3195953
20265,216.6896362
20484,14.6532593
20513,204.5458679
20748,28.8653145
20749,19.7107716
20750,14.9998029000064
20751,23.5913506
20762,0.6842776000064
20763,0.3869979000064
20764,0.0129318
20765,527.2501831
20773,115.8980331
20805,72.7242492000064
20806,32.5326805
20807,601.6674805
20862,587.8134155
20880,860.8268433
20883,194.867157
20910,266.6068115
21062,975.817627
21388,230.8972168
21389,192.9473877
21638,15.6185449000064
21639,15.6187449
21640,16.2104571000064
21641,19.276865
21693,202.2307129
21694,145.1367493
21695,159.4002686
21704,24.8747826
21769,853.4729004
21774,214.1907043
22276,0.0038077
22555,16.2106571
22556,11.7839832
22609,253.0704346
22610,87.0458815000064
22611,134.7756042
22612,65.8772736
22618,48.7670326
22619,597.307373
22620,590.749372800006
22621,577.5054932
22675,208.4059601
22689,210.2607422
22842,777.1252441
22878,803.828125
23469,30.8845253
23482,3.489248
23529,162.4220734
23530,67.1463623
23544,31.7175601000064
23545,19.9040298
23546,531.7474365
23611,383.2931824
23612,400.0383301
23625,621.9379272
23650,229.7220459
23657,26.2721043
24122,207.2714081
24151,228.387403800006
24423,12.6153908
24438,18.6711884
24463,155.6935883
24464,101.8680496
24472,33.1007309
24473,31.8865757
24474,593.9641724
24526,290.459822000006
24527,334.6311035
24540,0.0115622
24542,976.2180786
24552,737.9514771
24582,306.0715332
24708,741.1393433
25351,433.6333923
25353,10.2442293
25354,15.5601437000064
25370,0.8502189
25372,168.3449249
25418,170.7404633
25419,234.1472778
25420,230.7723541
25421,93.3003845
25422,82.0095825
25430,33.9946387000064
25491,601.2405396
25499,226.9234467
25500,364.9925842
25527,273.944397
25816,51.9300461
26301,33.05653
26314,1.1609159
26352,130.2548218
26353,91.588974
26420,194.2908936
26436,46.6498642
26439,892.3876953
26446,839.7626953
26447,668.241333
26629,990.7360229
26932,431.530365
26968,4.7064056
27219,33.6623764
27220,25.9181197000064
27265,158.7056122
27266,101.1817398
27267,98.4137421
27270,47.0909157
27271,835.4747314
27272,596.0506592
27328,327.247755300006
27329,451.6888733
27330,205.716507
27331,251.9698334
27344,865.348615900006
27351,752.7106323
27354,231.3226624
27584,1018.4532471
27818,200.4557495
28120,2.4345052
28121,337.1638489
28129,3.8566644
28152,65.4779282
28161,490.2447815
28162,531.7342529
28215,659.254316600006
28216,178.579895
28217,221.2539673
28257,305.8485718
28430,882.0747681
29034,26.1790485
29073,244.8306732
29074,90.8323975
29075,84.4850922
29076,124.8468781
29077,108.613203300006
29079,95.7869263
29080,65.0449371
29081,60.014122
29092,527.8835449
29143,649.0368652
29144,659.2545166
29154,754.1381226
29155,882.9535522
29295,636.5115967
29339,921.6907959
29924,33.6751251
29944,70.6720047
29972,189.1633759
29973,113.4195023
29974,133.6206055
29975,177.7173157
29976,106.7259827
29977,79.7494049
29978,59.8378029
29984,48.5367492000064
29985,121.7565613
29986,542.5026245
30055,853.2748413
30092,257.3472595
30093,260.022522
30257,794.5886841
30602,257.1261292
30879,19.6924553
30880,27.1274054000064
30881,15.5603437
30882,10.8802395
30889,0.9847374000064
30890,0.317159
30891,0.0142752000064
30935,136.7239838
30936,109.6775436
30946,60.003727
30947,51.9780273
31009,228.489563
31010,0.1077971
31846,54.4198685
31847,10.0299931
31848,20.4218219000064
31849,12.3986101
31856,3.5564649
31857,8.0306094000064
31902,802.9242554
31903,593.6755371
31957,446.861067100006
31958,473.7202454
31983,196.437027
32005,259.1616211
32006,339.0857239
32431,93.3651352
32732,32.0245934
32776,216.0626526
32777,73.7701797
32778,89.8164351000064
32784,54.5465889
32785,23.9032536
32786,690.3546753
32787,523.0167847
32855,203.3693542
32856,898.0378418
32865,764.2375488
32866,640.6547852
32898,246.0229034
33629,26.3449001
33679,113.266783000006
33680,130.254621800006
33681,83.8812485
33682,76.8395004
33683,54.2602501
33691,40.1500435
33692,639.6027222
33693,581.946167
33750,258.3948669
33758,271.7280579
33771,251.1054077
34528,188.4838715
34619,233.9842224
34620,258.3656006
34621,101.5271149
34622,125.480848600006
34623,71.8729935
34635,20.4510155
34636,616.7255249
34637,542.6431885
34638,604.152832
34639,559.4870605
34678,20.9405174
34710,211.0041046
34711,212.5465088
34712,32.9617081
34727,697.7877808
35247,235.3521423
35528,24.296217
35529,298.3973694
35541,16.3724654000064
35542,1.1607159000064
35543,5.956203
35544,0.1127853
35545,0.3461514000064
35579,86.7478850000064
35587,47.0920296
35588,33.4693832
35589,604.626709
35643,633.2095947
35652,840.524824400006
35829,673.029218900006
35869,833.7214355
35938,257.0715332
36445,21.1508696000064
36457,16.8549614
36504,200.2094574
36505,233.2546997
36506,59.8880119
36507,78.5352691000064
36513,85.9638748
36514,32.0925429000064
36587,686.8335571
36588,555.6265869
36589,485.5765076
36606,811.5275269
36634,294.870636
36749,638.767334
36751,759.323042200006
36949,0.9420994
37398,4.6170354
37412,30.8733177
37453,187.0571747
37510,781.6348267
37743,244.14534
38272,8.1147509
38273,18.2062075000064
38274,11.9768496
38280,27.9254971
38311,184.7689972
38312,132.646437000006
38313,176.7416229
38314,82.6796875
38326,61.0102713000064
38327,34.0387001
38328,40.4835701
38329,24.1424503
38330,732.1434326
38395,232.329847600006
38411,235.8330536
38430,242.7961121
38588,803.129194500006
39190,489.1820068
39197,19.2702866
39224,197.0371094
39225,85.9568863
39236,36.1767693
39303,767.4797974
39312,753.0999146
39313,849.6380615
39460,669.2803955
39461,694.0355835
39462,680.5715332
40132,119.0630722
40133,109.2119598
40134,158.2100677
40143,44.215416
40144,23.8915789000064
40145,28.5505676
40146,461.4848938
40222,772.8182373
40250,85.7818985
40419,764.4273071
40420,828.7646484
40739,256.8733826
41030,3.0715616
41060,144.8555603
41061,83.7158432
41072,39.5388641
41073,27.4679012
41074,733.2901001
41075,724.3690796
41136,640.3493652
41143,718.8105469
41152,861.3709106
41154,292.9224548
41914,31.8927727
41930,18.6710281
41953,241.5112305
41954,113.2524643
41955,158.8606873
41956,125.124029400006
41957,82.2086792
41958,82.1331177
41959,109.6249313
41960,146.217392
41973,816.1044922
41974,647.3435669
41976,539.0309448
42043,339.8115845
42046,508.4906006
42095,21.2965298
42844,9.4144948000064
42854,0.3017565000064
42866,113.0759659
42902,164.4337006
42903,129.8093567
42904,63.9243469
42912,502.1308289
42998,904.628418
43117,744.1802368
43118,748.4611206
43119,711.9093628
43260,227.7596588
43754,64.3970108
43755,14.9630136
43756,28.2937014000064
43757,8.7440567
43765,0.7567412
43766,0.0001322
43767,0.0004655
43769,166.147245700006
43810,752.6558838
43856,12.8449574
43873,466.520874
43875,367.949751200006
43889,748.4196167
43897,763.7380981
44023,675.8563232
44024,679.7028198
44655,57.7747421
44656,15.3821195000064
44678,1.4796638
44718,648.0991821
44719,471.811676
44795,913.359375
44796,689.2451782
44799,302.0938416
44800,227.3106537
45015,923.1119995
45146,59.8482552
45578,32.906559
45579,25.4240573000064
45587,4.156508
45588,16.1445694
45589,518.0449219
45628,150.3070068
45638,37.8973389
45639,781.6346436
45640,739.3460693
45641,667.6033325
45703,448.8304749
45704,716.310285800006
45713,904.628218000006
45715,664.182905500006
45717,278.022871300006
45745,0.1217723
46467,17.482563
46468,21.9254932
46477,0.5752767
46478,0.3442353000064
46479,0.4821131
46513,178.0987244
46514,113.8648987
46515,118.035200400006
46516,73.940155
46517,84.4333954
46532,63.7450066
46533,49.6669579
46534,456.7550964
46590,496.9788513
46591,563.3242798
46595,212.2970734
46606,0.8631584
46619,822.1057129
46620,798.178755100006
46621,860.826643300006
46771,788.354902500006
47148,216.0902863
47426,17.4547424
47469,113.4318237
47476,678.447876
47515,1.179179
47528,350.2828369
47537,845.2172241
47569,299.9232483
47744,900.0042725
47745,946.5025024
47746,846.6923218
48341,33.6304953000064
48342,8.1447077
48347,0.4393573000064
48348,10.8944349
48394,148.686554
48395,206.4663849
48396,69.5510712
48404,51.5896225
48405,92.8074799
48406,536.2732544
48465,55.8440437
48473,852.4366455
48614,689.4504395
48968,71.5506897
49223,33.6307831
49231,0.0305413
49270,196.6741791
49271,216.4857178
49272,111.5610428
49343,211.4637756
49364,781.3830566
49390,269.903272900006
49508,651.2522583
49564,880.376709
50186,2.2504237
50187,0.0751297000064
50190,190.0241241
50229,182.2015991
50230,248.6217651
50231,244.982939000006
50232,95.2240677
50233,88.0606842
50234,84.1085968
50235,79.7168732
50236,64.5583496
50247,24.5587371000064
50248,547.6879883
50249,656.6956177
50322,892.387495300006
50323,935.5540771
50333,802.267317100006
50337,337.7781372
50356,292.370575
50357,335.9147949
50374,34.9013634
50471,577.0601196
50629,51.6340926000064
51081,34.8034897
51082,11.742383
51090,-0.0001958999936
51129,86.748085
51140,61.5422478
51141,657.939209
51204,247.3498383
51228,851.671936
51375,765.307783400006
51447,947.7506714
51448,934.4952393
51752,212.3251495
52075,31.5054419000064
52076,25.4242573
52082,1.3035971
52128,217.6502075
52129,91.0291901
52130,58.9171638
52141,89.7439804
52142,29.9298801
52143,758.4085083
52221,827.4555664
52424,241.6761322
52745,230.897016800006
52746,238.4891052
52989,28.4495354
52990,11.7837832000064
52996,295.340271
52998,311.9201355
53049,230.772154100006
53050,130.8731689
53051,67.8102036
53052,77.3473587
53063,97.7081985
53064,54.0661774
53065,55.2280083
53122,333.740827800006
53132,260.665802
53133,0.0599863
53147,736.1903076
53274,746.0700684
53393,253.866394
53916,77.2692032
53917,40.4833701000064
53969,500.0857849
53970,282.7382202
53977,900.406843500006
54172,799.684980700006
54468,119.3403015
54757,14.7343559
54778,44.9963799
54779,24.4583473
54803,67.2197876
54804,100.9925461
54815,77.7288742
54869,240.7904663
54877,1022.1414185
54921,326.6245117
55040,606.5489502
55386,15.960681
55703,31.1797641000064
55704,99.2837601
55705,9.2979136
55706,7.3314705
55716,0.9950101
55717,0.1085600000064
55718,4.1164837
55719,0.0113622000064
55727,222.0006409
55756,114.0651016
55757,77.2473526
55758,102.2869949
55819,621.4909668
55820,355.9624023
55821,248.6072388
55822,178.3180237
55837,364.992384200006
55838,58.2936766000064
55993,876.1690063
55994,907.1939697
55995,990.735822900006
56574,8.3831978
56585,6.3002644
56624,144.2296295
56625,132.646637
56626,81.8360656000064
56627,77.4191437
56628,156.1085815
56638,60.0035270000064
56639,18.3052235
56640,697.0488892
56701,190.9736481
56721,744.805036800006
56722,856.072798000006
56998,215.893888700006
57492,44.2916663000064
57504,5.5831885
57505,1.3436444000064
57506,10.8406219
57518,95.8223267
57545,130.663269
57546,69.7703094
57547,61.4546928
57557,24.5589371
57616,106.050499
57622,900.9280396
57626,757.452192600006
57627,753.957502600006
57628,854.5317993
57648,325.1075134
57649,318.8341675
57775,681.3253784
58419,30.5665133000064
58420,17.4430697000064
58421,15.3823195
58431,2.4343052000064
58432,1.1907909
58433,3.8152633
58434,0.4819131000064
58435,376.5270081
58448,20.6236038
58475,91.6914368
58482,616.725324900006
58483,663.6933594
58542,189.8041077
58547,80.1086349
58562,834.8154297
58563,798.2046509
58565,278.0230713
58764,940.0446167
58765,777.6991577
59089,14.9474173
59090,376.8960266
61448,4.4244776
61449,4.9156857
190506,140.8053894
190507,113.170095700006
190508,114.9874573
